,experiment,variance,use_location,use_scale,Z,NPMLE,thetaG,misspec,NPMLEinit,wellspec,surels,truth
237,g,0.2,False,True,151.10071119073643,0.0,8.03111e-318,0.0,0.0,0.0,0.0,0.0
238,g,0.2,False,True,151.11046622493365,0.0,7.296035e-318,0.0,0.0,0.0,0.0,0.0
239,g,0.2,False,True,151.12022125913086,0.0,6.6282e-318,0.0,0.0,0.0,0.0,0.0
240,g,0.2,False,True,151.1299762933281,0.0,6.02146e-318,0.0,0.0,0.0,0.0,0.0
241,g,0.2,False,True,151.1397313275253,0.0,5.47022e-318,0.0,0.0,0.0,0.0,0.0
242,g,0.2,False,True,151.14948636172252,0.0,4.969416e-318,0.0,0.0,0.0,0.0,0.0
243,g,0.2,False,True,151.15924139591974,0.0,4.51443e-318,0.0,0.0,0.0,0.0,0.0
244,g,0.2,False,True,151.16899643011698,0.0,4.101076e-318,0.0,0.0,0.0,0.0,0.0
245,g,0.2,False,True,151.1787514643142,0.0,3.725546e-318,0.0,0.0,0.0,0.0,0.0
246,g,0.2,False,True,151.1885064985114,0.0,3.38438e-318,0.0,0.0,0.0,0.0,0.0
247,g,0.2,False,True,151.1982615327086,0.0,3.07444e-318,0.0,0.0,0.0,0.0,0.0
248,g,0.2,False,True,151.20801656690585,0.0,2.792864e-318,0.0,0.0,0.0,0.0,0.0
249,g,0.2,False,True,151.21777160110307,0.0,2.53706e-318,0.0,0.0,0.0,0.0,0.0
250,g,0.2,False,True,151.22752663530028,0.0,2.304673e-318,0.0,0.0,0.0,0.0,0.0
251,g,0.2,False,True,151.2372816694975,0.0,2.09356e-318,0.0,0.0,0.0,0.0,0.0
252,g,0.2,False,True,151.24703670369473,0.0,1.90177e-318,0.0,0.0,0.0,0.0,0.0
253,g,0.2,False,True,151.25679173789194,0.0,1.72754e-318,0.0,0.0,0.0,0.0,0.0
254,g,0.2,False,True,151.26654677208916,0.0,1.569266e-318,0.0,0.0,0.0,0.0,0.0
255,g,0.2,False,True,151.27630180628637,0.0,1.42548e-318,0.0,0.0,0.0,0.0,0.0
