,experiment,use_location,use_scale,Z,NPMLE,thetaG,misspec,NPMLEinit,wellspec,truth
3555,e,True,True,0.29894688933337754,642.8358904187395,1828.9499513250935,3348.094979895355,3335.4906575083273,1214.1538859856512,1251.0699872907953
3556,e,True,True,0.30013464711751503,641.7914756224088,1829.9581102695481,3346.250445721745,3333.594135710592,1213.7216452288228,1250.6460999636085
3557,e,True,True,0.30132240490165163,640.754789025009,1830.965020235555,3344.375846940499,3331.6677499454377,1213.2883094788492,1250.2208026428584
3558,e,True,True,0.3025101626857891,639.725814102379,1831.9706785504086,3342.471234045492,3329.7115529541975,1212.8538804607188,1249.7940988221621
3559,e,True,True,0.3036979204699257,638.7045342914382,1832.975082542946,3340.5366587877124,3327.7255987282756,1212.41835990393,1249.3659920142184
3560,e,True,True,0.3048856782540632,637.6909329922559,1833.978229544706,3338.57217417021,3325.7099424988087,1211.9817495432546,1248.9364857508497
3561,e,True,True,0.3060734360381998,636.6849935699621,1834.9801168908778,3336.5778344451505,3323.6646407382113,1211.5440511173856,1248.5055835825426
3562,e,True,True,0.3072611938223373,635.6866993558732,1835.9807419168899,3334.553695108327,3321.589751152617,1211.1052663707599,1248.073289079016
3563,e,True,True,0.3084489516064748,634.6960336493905,1836.980101961995,3332.4998128932343,3319.485332677716,1210.6653970521859,1247.6396058288801
3564,e,True,True,0.3096367093906114,633.7129797196374,1837.9781943658604,3330.4162457727402,3317.3514454738543,1210.2244449156565,1247.2045374403506
3565,e,True,True,0.3108244671747489,632.7375208070554,1838.9750164728825,3328.303052945286,3315.188150923782,1209.7824117199896,1246.768087540276
3566,e,True,True,0.3120122249588855,631.7696401248639,1839.9705656279266,3326.1602948387686,3312.995511623262,1209.3392992286797,1246.3302597757654
3567,e,True,True,0.31319998274302296,630.8093208607316,1840.964839178504,3323.9880331005606,3310.7735913800934,1208.8951092110115,1245.8910578126215
3568,e,True,True,0.31438774052715956,629.8565461781809,1841.9578344754177,3321.7863305958927,3308.522455206007,1208.4498434406246,1245.450485336152
3569,e,True,True,0.31557549831129705,628.9112992185854,1842.9495488714526,3319.5552513998446,3306.2421693159827,1208.0035036967129,1245.0085460516052
3570,e,True,True,0.31676325609543365,627.973563101945,1843.9399797204408,3317.294860794811,3303.9328011180683,1207.5560917630703,1244.565243683432
3571,e,True,True,0.31795101387957114,627.0433209291949,1844.9291243800203,3315.0052252657406,3301.5944192124675,1207.1076094295574,1244.1205819762336
3572,e,True,True,0.31913877166370863,626.1205557833022,1845.9169802099834,3312.686412492378,3299.227093382518,1206.6580584904927,1243.6745646941156
3573,e,True,True,0.32032652944784523,625.2052507306281,1846.9035445727043,3310.3384913465716,3296.830894593342,1206.2074407457544,1243.2271956208822
3574,e,True,True,0.3215142872319827,624.2973888228505,1847.8888148321466,3307.961531886657,3294.4058949817704,1205.7557580005737,1242.778478560666
