sigma_theta,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
5,1.014475992,0.962826584,1.014533796,0.963646776,1.047385026,0.993028197,1.012846989,0.964713273,1.036074996,0.994926504,0.994822742,-3049.323138,0.990098776,1.050567992,1.014949515,0.962658731,0.979632407
0.1,0.066424518,-0.000645305,0.046980907,-0.000194989,0.087483897,0.017400918,0.040295057,-0.000124602,0.0178501,-0.000673946,0.010888945,-1359.119345,-0.014310276,0.934779852,0.011758003,-0.013541674,0.009857833
1,0.476891298,0.462732665,0.476869791,0.464598784,0.495871855,0.491036378,0.47720673,0.469118102,0.483281821,0.474964438,0.474206347,-1759.215705,0.47116802,0.957382208,0.476890118,0.462171881,0.46821392
5,0.98996435,0.937423473,0.988511292,0.93940633,1.02814814,0.968474003,0.989103716,0.94004583,1.505637878,1.464742327,0.956286101,-3009.990239,0.965793288,1.048554774,0.989633055,0.937203494,0.949005129
0.1,0.012522635,-6.58E-05,0.012917389,-4.26E-05,0.027504421,0.023827569,0.014743076,0.0027952,0.012839722,-0.00011121,0.012293223,-1364.020473,-0.004701773,0.907034925,0.013073878,-0.004184783,0.009933085
1,0.519529498,0.345313534,0.519976489,0.346872085,0.527982302,0.376797547,0.516703425,0.351930584,0.521446855,0.346333792,0.508150157,-1685.855515,0.35056667,0.940128579,0.519767403,0.3448988,0.49827976
5,1.112281166,0.9311308,1.109749392,0.932048488,1.126143322,0.960073315,1.111464886,0.933855133,1.14282274,0.968333085,1.065537559,-3010.671955,0.960530026,1.050469884,1.111943424,0.931175176,1.052019932
0.1,0.036270506,-0.000608059,0.034162445,-0.000275791,0.035125258,-7.56E-05,0.032842658,-0.000183899,0.026174936,-0.002000844,0.012255869,-1349.483664,-0.026156491,0.869532308,0.014316411,-0.025549153,0.010067845
1,0.472761143,0.484564211,0.472201136,0.485678159,0.480560001,0.508855526,0.472265199,0.490243941,0.473449962,0.484277598,0.467660472,-1777.414997,0.488444152,0.956167689,0.474281666,0.484368185,0.468625876
5,1.066434528,0.944724495,1.063931968,0.948159623,1.099518966,0.970678467,1.061719411,0.948222022,1.066939839,0.956674932,1.024759523,-3046.069617,0.986921832,1.049188075,1.056850411,0.947290814,1.012558415
0.1,0.010464124,-0.000128031,0.011966882,-9.74E-05,0.01671803,0.028691146,0.012074916,0.000630765,0.014555098,-0.000303591,0.012110241,-1354.151597,-0.007665209,0.895315014,0.009667084,-0.007856415,0.009493693
1,0.508217414,0.423327569,0.506546394,0.425268978,0.526580879,0.439063104,0.50840711,0.429297486,0.503723728,0.441035876,0.497948723,-1742.352643,0.430591172,0.928864374,0.508140221,0.42300395,0.496851623
5,0.940192947,0.946199271,0.937554103,0.947996161,0.958845785,0.969403366,0.936055711,0.948196351,0.976908369,0.972583345,0.930439987,-3034.687628,0.973613823,1.047669544,0.940351375,0.946112911,0.908541897
0.1,0.014289836,0.010716639,0.012368956,0.012605322,0.029937959,0.035491852,0.016966019,0.018274463,0.010960117,0.012824339,0.013053122,-1377.718789,0.011334723,0.88419085,0.01416683,0.010435797,0.009916955
1,0.522334314,0.477954072,0.519909724,0.478717257,0.538211244,0.513244567,0.51956157,0.485269747,0.497018037,0.507760509,0.513169384,-1778.287695,0.489459218,1.010750162,0.522412283,0.477624875,0.493936042
5,1.081392202,0.940395298,1.079208028,0.942498153,1.095027024,0.975854507,1.079347614,0.942740595,1.239449153,1.118501788,1.09104162,-3004.764337,0.961631428,1.051957418,1.081715958,0.940250445,1.04252113
0.1,0.013451176,0.00041118,0.011851469,0.001302343,0.02660976,0.032885181,0.015625352,0.007776581,0.01165706,0.001324622,0.011772077,-1357.82318,0.000883912,0.842356774,0.013364431,6.09E-05,0.010609109
1,0.501139663,0.473283418,0.499620265,0.474567689,0.522885714,0.495845948,0.502076757,0.477983068,0.502820551,0.483243354,0.494688127,-1785.440728,0.476709961,0.897680555,0.500274672,0.472888918,0.488346837
5,1.113696768,0.926371871,1.111611888,0.928766012,1.150285942,0.954585607,1.104220488,0.929199094,1.120956427,0.951500995,1.064901424,-3008.90179,0.960795256,1.050092306,1.111956036,0.926828683,1.035661288
0.1,0.02917247,0.008119078,0.024589995,0.010102319,0.057473788,0.034671344,0.021463131,0.019476929,0.010928146,0.016315855,0.01131131,-1356.675308,0.015245787,0.862052727,0.029340026,0.007839209,0.010511591
1,0.487806431,0.457171008,0.486138027,0.458858035,0.518206406,0.489527386,0.489593574,0.462765523,0.495595673,0.473681403,0.490982561,-1775.016138,0.466806277,0.985118958,0.49194531,0.46084418,0.485337582
5,1.003175894,0.947935244,1.001998132,0.949143803,1.033714021,0.977818686,1.00008764,0.950424909,1.121087271,1.097681954,0.992182217,-3009.023256,0.975453839,1.04716988,1.005335287,0.949987848,0.980220998
0.1,0.011682293,-0.000253198,0.014824097,-7.50E-05,0.021235365,0.016429654,0.014896346,-3.67E-05,0.017566841,-0.000874521,0.010683472,-1362.737017,-0.010392367,0.897824199,0.009940928,-0.009787195,0.009349775
1,0.492599129,0.461780296,0.49171217,0.463720896,0.528565469,0.476716469,0.493649703,0.466965176,0.481544905,0.489519084,0.477252057,-1738.660747,0.468367599,1.009403863,0.494720352,0.462176257,0.468687514
5,1.001826224,0.918978416,1.000466687,0.920703242,1.043638118,0.947958539,1.000954663,0.921362053,1.051834257,0.958108715,0.979196584,-3029.497234,0.95167795,1.047896172,1.000787959,0.918770558,0.956378389
