sigma_theta,n,SURE_MSE,SURE_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0.1,5000,0.016517546,-5.75E-05,0.011002846,-6913.174524,-0.005116212,0.986790434,0.011030112,-0.003632396,0.009935887
1,5000,0.473844907,0.504060802,0.470178684,-8927.229684,0.505386864,1.049963833,0.473181957,0.503729168,0.466980877
5,5000,1.065414439,1.010539216,1.062677964,-15215.59071,1.015983923,1.07869652,1.065910964,1.009967969,1.054101995
0.1,10000,0.014055234,0.013844078,0.011103822,-13875.3471,0.013941379,1.028448536,0.015119469,0.012835377,0.009920604
1,10000,0.49097614,0.485388917,0.490619255,-17611.57317,0.484776471,1.053989735,0.490987968,0.484399698,0.489445133
5,10000,1.048783355,1.017348289,1.040285656,-30558.1014,1.021903059,1.08256591,1.048362609,1.016999594,1.035362904
0.1,10000,0.010397383,-7.04E-06,0.010140396,-13786.88174,-0.001142454,1.034377525,0.010023945,0.001049272,0.01000016
1,10000,0.480626918,0.482615272,0.479246274,-17742.99112,0.482760431,1.051647696,0.480856557,0.481666982,0.477088777
5,10000,1.055540533,1.014827028,1.050538681,-30483.91999,1.018222478,1.083475811,1.055733185,1.013531061,1.045765033
0.1,10000,0.009806211,0.002993565,0.009802352,-13720.27636,0.002550702,1.025227598,0.00980602,0.002549641,0.009741335
1,10000,0.484394477,0.46877672,0.484225998,-17591.66809,0.469034282,1.053348079,0.484751999,0.468165648,0.483447963
5,10000,1.053392574,1.008651263,1.048269555,-30430.87313,1.013258228,1.076430724,1.053510639,1.007980067,1.043253223
0.1,10000,0.014789696,0.001843413,0.014413203,-13770.89818,0.001752877,1.048409642,0.014962304,0.001323888,0.010140243
1,10000,0.473089183,0.476553426,0.472163379,-17611.4368,0.476466738,1.058755775,0.474075582,0.475631298,0.471403858
5,10000,1.029216536,1.015396003,1.028301633,-30500.18705,1.021450681,1.07775733,1.029707661,1.014936816,1.023519193
0.1,10000,0.011131499,0.031913198,0.009952674,-13879.87366,0.031558704,1.041041892,0.010099155,0.031393114,0.009893138
1,10000,0.481358678,0.477489961,0.479922587,-17619.99184,0.477521593,1.054940414,0.479986736,0.476935569,0.479774082
5,10000,1.032307016,1.017888594,1.027998393,-30546.96454,1.021735771,1.083224398,1.032348585,1.017091027,1.024957637
0.1,10000,0.012155959,-1.89E-05,0.01093629,-13686.32927,-0.002300253,1.015695782,0.011366573,-0.001051996,0.009851191
1,10000,0.480613079,0.471079606,0.479623346,-17586.37662,0.470779485,1.056731514,0.480442601,0.470379448,0.478626019
5,10000,1.026830397,1.021528676,1.025193706,-30540.01477,1.024099682,1.085829192,1.028014227,1.020822615,1.020593601
0.1,10000,0.010250856,0.019392584,0.01011382,-13827.37259,0.018817356,1.021737901,0.010206311,0.018767323,0.010062326
1,10000,0.475193714,0.488948205,0.475733484,-17671.41905,0.489056207,1.068978438,0.474928899,0.488082803,0.473931851
5,10000,1.061121653,1.021767882,1.054346326,-30483.74163,1.025904962,1.089366888,1.060096879,1.021501715,1.049369328
0.1,10000,0.016309104,-8.81E-05,0.010007324,-13713.54231,-0.007124433,0.994753626,0.010084233,-0.005251696,0.009970675
1,10000,0.478074255,0.475341534,0.477131519,-17589.62451,0.474351955,1.066149076,0.477462972,0.474124021,0.476373809
5,10000,1.015275263,1.009696175,1.009759026,-30319.84619,1.012393714,1.079503483,1.01532945,1.008690845,1.005304663
0.1,10000,0.010271392,0.021515949,0.01007459,-13848.3353,0.020961019,1.023320147,0.009991336,0.020900411,0.009985712
1,10000,0.475200883,0.464068794,0.475055336,-17524.04368,0.464183297,1.032703009,0.475288035,0.463222982,0.474208711
5,10000,1.024730946,1.021111835,1.021299174,-30474.8433,1.024271155,1.087366683,1.024984172,1.020600655,1.017272977
0.1,10000,0.016717989,0.007091802,0.010632639,-13875.75216,0.009853817,1.030997,0.016695503,0.006536753,0.009858843
1,10000,0.490782828,0.476728595,0.490622394,-17668.55039,0.476271399,1.046056955,0.490916451,0.47595765,0.490470979
5,10000,1.069594433,1.024879264,1.063913717,-30500.35951,1.02907879,1.090353913,1.068993325,1.024530867,1.0625316
0.1,10000,0.010214121,0.008029574,0.010105867,-13696.53257,0.007586969,0.975616835,0.010210031,0.007574432,0.009871588
1,10000,0.476623538,0.483303664,0.476310026,-17702.28689,0.482238754,1.037379391,0.476728288,0.481833475,0.476113802
5,10000,1.02868532,1.00195575,1.022391862,-30532.07273,1.007102531,1.071047404,1.028088955,1.001454595,1.017048259
0.1,10000,0.016270966,0.018112376,0.012373756,-13881.27569,0.01873361,1.053595422,0.016459149,0.01707494,0.010098773
1,10000,0.479781308,0.484436721,0.479696991,-17641.05894,0.484167186,1.063148929,0.48037344,0.483191423,0.478031
5,10000,1.041791712,1.023470164,1.037494535,-30549.21849,1.028108429,1.085984399,1.042309604,1.022891743,1.033480236
0.1,10000,0.01566428,0.01073859,0.012759772,-13826.87171,0.010486004,1.052525055,0.013746651,0.009984047,0.010033555
1,10000,0.489702892,0.493897088,0.489383297,-17763.76483,0.493710057,1.054232952,0.489736862,0.493317929,0.48870601
5,10000,1.02618402,1.020665135,1.023122572,-30372.45445,1.02497107,1.084637914,1.026309312,1.020289267,1.020823426
0.1,10000,0.010085514,0.003823213,0.010112578,-13815.26072,0.003275748,1.022400285,0.010072688,0.00318383,0.009923402
1,10000,0.489612153,0.493441147,0.49041243,-17745.09273,0.492959009,1.052559491,0.490436735,0.492762439,0.489107414
5,10000,1.04589636,1.022156064,1.042768683,-30375.39111,1.024245539,1.089092048,1.045824419,1.021064035,1.038608127
0.1,10000,0.012332227,0.018759494,0.00973452,-13891.17116,0.018953749,1.060939943,0.011295403,0.018210522,0.009696727
1,10000,0.485910429,0.500863951,0.485413435,-17797.54449,0.500911624,1.045590163,0.486217492,0.500241808,0.48411322
5,10000,1.043558834,1.026126262,1.040778476,-30467.48587,1.028783384,1.09080424,1.043490739,1.02578909,1.034993186
0.1,10000,0.009817466,0.024173726,0.009960541,-13880.53543,0.023473117,1.008525339,0.009896766,0.023450529,0.009765783
1,10000,0.489985079,0.4536471,0.48889518,-17604.78701,0.453638453,1.041641508,0.490005473,0.452674624,0.48842558
5,10000,1.033671209,1.016063806,1.030955593,-30472.3471,1.018754089,1.08315798,1.033801209,1.015539129,1.024726092
0.1,10000,0.010910628,0.028306205,0.010197698,-13871.83321,0.02801875,1.022408158,0.011370067,0.027585946,0.009791537
1,10000,0.478798366,0.478864687,0.477942787,-17689.66818,0.478773299,1.034800877,0.478826945,0.478345466,0.476719757
5,10000,1.046552696,1.012672543,1.044454441,-30375.45491,1.01516595,1.077365463,1.046343577,1.012376899,1.041193925
0.1,10000,0.011862817,0.0095307,0.011240641,-13738.97583,0.009110804,1.025386399,0.011857394,0.008840413,0.009785019
1,10000,0.484507009,0.487080223,0.479100212,-17723.64062,0.487827583,1.05588586,0.479642636,0.487444526,0.477961046
5,10000,1.03892248,1.011652446,1.032384664,-30436.88814,1.01453471,1.076059499,1.035947861,1.010158799,1.027022021
0.1,10000,0.010831048,0.036650754,0.01049906,-13914.48101,0.036215827,1.037040381,0.010953272,0.035912683,0.010003094
1,10000,0.483886907,0.47859061,0.483261917,-17633.35119,0.477882032,1.07219484,0.483646276,0.477603355,0.482489851
5,10000,1.033071963,1.024397912,1.03054797,-30495.55759,1.027912192,1.089292875,1.032763195,1.024649353,1.029025542
0.1,10000,0.011588639,0.018312949,0.010366442,-13744.82304,0.018835049,1.036242198,0.011708917,0.017809124,0.009809941
1,10000,0.47008598,0.475432699,0.470375568,-17591.20223,0.474792739,1.046251333,0.470685242,0.474388308,0.469523655
5,10000,1.021770318,1.009377812,1.019082352,-30466.44892,1.012705462,1.074990325,1.021413122,1.009178031,1.015228557
0.1,10000,0.011929643,0.015978429,0.009795948,-13891.95145,0.016749349,1.040543634,0.010108041,0.016614831,0.009789441
1,10000,0.482136146,0.485409036,0.481250157,-17721.33522,0.485473476,1.07397163,0.481677308,0.484964834,0.480045488
5,10000,1.040932237,1.03124867,1.040874871,-30446.42334,1.03453219,1.094328763,1.041031104,1.03096999,1.0375688
0.1,10000,0.024581474,-0.000216325,0.010474288,-13739.10827,-0.014745863,1.026785899,0.011155441,-0.013186505,0.009989472
1,10000,0.488849888,0.4877037,0.487954858,-17696.84293,0.488017712,1.068501305,0.489029653,0.487117215,0.487111532
5,10000,1.051028394,1.022073467,1.046314984,-30375.53652,1.02783195,1.090456715,1.05070813,1.021508646,1.043680722
0.1,10000,0.010595476,0.048251577,0.010298216,-13871.65821,0.047649305,1.000626525,0.011075655,0.0474026,0.009938615
1,10000,0.482125655,0.47144483,0.480867542,-17649.76515,0.471598086,1.049684537,0.482617544,0.470252994,0.480222232
5,10000,1.018142359,1.003456447,1.013051592,-30424.93639,1.007624982,1.067590903,1.01870953,1.002913366,1.010607251
0.1,10000,0.011188358,-5.23E-06,0.010113515,-13742.76389,-0.00110243,1.050707932,0.009951316,0.00150639,0.009861075
1,10000,0.48677673,0.47794269,0.485480702,-17710.6668,0.477957993,1.067525485,0.485552531,0.477700364,0.484071057
5,10000,1.058092171,1.022414359,1.055813198,-30386.80701,1.024811926,1.089156387,1.059060186,1.02119776,1.051963
0.1,10000,0.014577384,-9.50E-05,0.01029129,-13781.41615,-0.007601079,1.008102287,0.010573902,-0.006193386,0.009552964
1,10000,0.495574466,0.476269842,0.492889684,-17645.13386,0.476343357,1.078970407,0.493144109,0.475712704,0.492541122
5,10000,1.058476818,1.029580739,1.057208357,-30493.86377,1.032118246,1.095592785,1.058334054,1.02867828,1.053184861
