,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter
27,SURE-PM uniform,0.008148403002959962,0.008256825707869826,0.008170232484920863,0.008156059250268405
28,SURE-PM NPMLEinit,0.008136035653844652,0.00813624909550164,0.008136090847267692,0.008136059080540629
29,SURE-PM random,0.008147571152392157,0.008258913235026366,0.00817030479707352,0.008157474413079893
30,SURE-PM random,0.008148941681813095,0.008262186986089581,0.00817189384805042,0.008156660970011203
31,SURE-PM random,0.008147983600465718,0.008255789380131268,0.008171013686087712,0.008155805685402182
32,SURE-PM random,0.008147976343690785,0.008251194321694051,0.008169271800911275,0.008155277206145346
33,SURE-PM random,0.008147470069553986,0.008255026352591965,0.008170194827882327,0.00815564626327351
34,SURE-PM random,0.008149235224745689,0.008256756800335711,0.008169191634118285,0.008156271899770645
35,SURE-PM random,0.008148838181624018,0.008257017034796555,0.008170084726362922,0.008156329454491686
36,SURE-PM random,0.008148736721278738,0.008255458894727568,0.008170373804666209,0.00815624322517296
37,SURE-PM random,0.008148484637372793,0.008253544515460263,0.008169361059835935,0.008156026141310502
38,SURE-PM random,0.008147914783611779,0.008257279684628535,0.00816974240252252,0.008155434769704985
39,NPMLE,0.06627377953836339,,,
40,SURE-PM uniform,-0.0012159316330459546,-0.0010031659072951805,-0.0011722167595880429,-0.0012110710700717143
41,SURE-PM NPMLEinit,-0.001217765000870923,-0.0012177652047933485,-0.0012177652157925323,-0.001217765226213814
42,SURE-PM random,-0.0012164484653836105,-0.0010016106758460451,-0.0011916746805584744,-0.0012150716800053197
43,SURE-PM random,-0.001216203260468287,-0.0009993165100732604,-0.0011730697672965107,-0.001212859724499129
44,SURE-PM random,-0.001215664537180956,-0.0010060566938721216,-0.0011750422911940995,-0.0012109831754093924
45,SURE-PM random,-0.0012154461294198705,-0.0010079178686279455,-0.0011713348544456182,-0.0012098262825454853
46,SURE-PM random,-0.0012162539053712784,-0.001002589447032971,-0.0011868288940036465,-0.0012146288118675486
47,SURE-PM random,-0.0012158489870251366,-0.0010033363647864314,-0.0011746706320358946,-0.0012111802549258322
48,SURE-PM random,-0.0012157277677962064,-0.0009979313222998698,-0.0011680780007296753,-0.0012105752438094264
49,SURE-PM random,-0.0012151949573867959,-0.0010066531214477337,-0.0011653184943376616,-0.0012081056471220286
50,SURE-PM random,-0.0012157650676232201,-0.0010022219100721409,-0.0011698607910670589,-0.0012104131351366653
51,SURE-PM random,-0.0012160363448563772,-0.0010053149556855877,-0.0011742029524892139,-0.0012113280938545934
52,NPMLE,0.04174925833320204,,,
