,n,experiment,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,data,NPMLE_lower_SURE,seed
5,400,e,0.1929616106827963,0.19297249394805738,0.27818512290204195,0.1577201643746002,0.15770599980952635,0.3112478200285239,train,False,1602
0,100,c,0.05719870676928227,0.05719869048322395,0.11002954409913089,0.06039427859860183,0.06037894746964909,0.8141054585560045,train,False,1603
1,100,d,0.010384410281495653,0.010384667992685113,0.0059753209981471,0.016036852085075992,0.01603620599468682,0.03697486363452029,train,False,1603
2,100,e,0.32795759535217994,0.3279399449535271,0.37552017276761307,0.06102038868286499,0.061027064048436656,0.3758497259236215,train,False,1603
3,400,c,0.06118580971683603,0.07446495050498354,0.07796683199083704,-0.001136809567663022,-0.0092845358624362,0.9768335323078893,train,False,1603
4,400,d,0.004492746015506948,0.004492878156941614,0.0038721885022141933,0.010002887218968547,0.010002599748692163,0.18287308859825407,train,False,1603
5,400,e,0.21648662416667874,0.21650875679855336,0.27137165536613683,0.13949443759162633,0.13947498001143394,0.32554607918006334,train,False,1603
0,100,c,0.08354795486813395,0.08358775800583058,0.09667698066406306,0.056813219105689115,0.056798188048960155,0.746348005617289,train,False,1604
1,100,d,0.015737954787127285,0.015751576311378045,0.017358047004647333,0.019863094559635145,0.01986179387536005,0.0323159005029358,train,False,1604
2,100,e,0.17893965712311366,0.1789364525374857,0.188130664165634,0.11429402575056515,0.11429363653443225,0.3406358075971064,train,False,1604
3,400,c,0.05675161563175771,0.056749149620075975,0.08596015096548999,0.02666384096396918,0.026660170258817856,0.47822095731691533,train,False,1604
4,400,d,0.03681772630251641,0.03684707962688999,0.00854427611333937,-0.0013561362990049375,-0.001362110049861105,0.008625820808308404,train,False,1604
5,400,e,0.17425493739172515,0.17425932095624008,0.2804332085086001,0.17778644751694125,0.17778041000654576,0.3081921009687494,train,False,1604
0,100,c,0.12653837595788606,0.12655227670098557,0.16626958718121318,-0.047762923250496386,-0.04776748585735128,0.44137605679630937,train,False,1605
1,100,d,0.004999092494542443,0.004999069164310074,0.005182624529899807,-0.02287139401334354,-0.022871911641588447,-0.018376569615947903,train,False,1605
2,100,e,0.19091510362710817,0.19090994081239507,0.24864327981356615,0.10009912569843955,0.10009495397132298,0.32622070757338334,train,False,1605
3,400,c,0.04674037849303776,0.0467391204382573,0.07961304947976718,0.04740965476032841,0.04741585944677709,0.6199723766421805,train,False,1605
4,400,d,0.004619119737050496,0.0045586039839998335,0.00623209764358595,-0.005791739362127686,-0.0058238086059363425,0.019829900960588703,train,False,1605
5,400,e,0.20563619212012965,0.20564159061266352,0.30808299992581484,0.1679897607834719,0.1679818161145399,0.3285398426320744,train,False,1605
0,100,c,0.07158199528889254,0.0715886702466001,0.0626377201534373,-0.03999377065953155,-0.04000355472894064,0.6850609406792677,train,False,1606
1,100,d,0.005856390491092663,0.010380715876623616,0.009576364288168014,0.00048171346117165115,-0.0016649825976717558,0.027895626555559473,train,False,1606
2,100,e,0.20519498637902853,0.20519844763650139,0.4012447844410041,0.16645151670769318,0.16644929929491972,0.4374295548789205,train,False,1606
3,400,c,0.06035019302306407,0.0603352286863615,0.0893213432030704,0.027577367611695394,0.02757765034956769,0.37806896483350655,train,False,1606
4,400,d,0.005736770501907437,0.005736629484240862,0.008079874330075183,0.005906986938142538,0.005906631089211523,0.0366682741405026,train,False,1606
5,400,e,0.1898897255562709,0.18987733724441838,0.25780037927487465,0.15593181971881337,0.15592667385825182,0.3178861462756977,train,False,1606
0,100,c,0.08985436173191827,0.08985395698361595,0.1391636044431195,-0.0640011831385742,-0.06400199170937007,0.4399839690420976,train,False,1607
1,100,d,0.0027838037682968715,0.0027838407454788723,0.002690132462985624,-0.03813937212496537,-0.038139813312055966,-0.02665945255730916,train,False,1607
2,100,e,0.1516528964155211,0.15164643854582313,0.16871224305455762,0.08057793950860759,0.08056799876103835,0.34621357772000116,train,False,1607
3,400,c,0.05958926330781122,0.0571230216763838,0.08996372200631014,0.05522327054715369,0.053872565244029,0.5173656819132083,train,False,1607
4,400,d,0.005079106269554449,0.005081304216855558,0.006597798802549115,-0.001571301018125748,-0.0015795907539265742,0.013793661723327286,train,False,1607
5,400,e,0.17017417782910033,0.17460785845605403,0.2921962638446857,0.1649679912286137,0.16630781394733637,0.31274930529608863,train,False,1607
0,100,c,0.17413886014508453,0.1734293730789083,0.1124924532782164,-0.003015701764272194,-0.0026342535643590994,0.7131713548027835,train,False,1608
1,100,d,0.035827238306759816,0.03698973829772575,0.019943156377866346,0.018543393368443687,0.018521010892988823,0.05686754961115339,train,False,1608
2,100,e,0.19873997530611384,0.19875179335363416,0.2973266651765656,0.0786653810540075,0.07866094945526492,0.553824610509862,train,False,1608
3,400,c,0.06340010057773413,0.06341416745048209,0.06677702173396942,-0.043408173315909834,-0.043432760092759114,0.8977295156863349,train,False,1608
4,400,d,0.00447369000450994,0.004474101014177021,0.0055685750541981,0.004549742557017212,0.004549732175392229,0.052570316724984405,train,False,1608
5,400,e,0.20686396135182367,0.20683627502156643,0.287170853181437,0.12308620641287873,0.12306096589764103,0.3509779768287345,train,False,1608
0,100,c,0.08534403676663029,0.085345634915383,0.0864551912800083,0.15253658365685696,0.1525299188497668,0.8412630897015606,train,False,1609
1,100,d,0.018899778308942124,0.01889977660809381,0.013209591125939725,-0.014144093944987191,-0.014145207449643813,-0.001192078558768035,train,False,1609
2,100,e,0.2008857085281497,0.20090031581823906,0.26020860870503454,0.15735538153431983,0.15734587184179916,0.2999356386164546,train,False,1609
3,400,c,0.05115110618648501,0.051151048972175275,0.08409301318422704,0.017100322920941765,0.01709886198148503,0.45618654670250774,train,False,1609
4,400,d,0.007578470440367582,0.008124326282172474,0.008511606419518362,0.016874107955242915,0.01642658743718771,0.1291403916681955,train,False,1609
5,400,e,0.20526944597783864,0.20531573372074338,0.23946460201234032,0.13585140816348848,0.13584443692984613,0.33849118238514664,train,False,1609
0,100,c,0.07553268651111066,0.07530519210358154,0.057089873970450726,0.09360318707083963,0.09359134968289126,0.7579440205707921,train,False,1610
1,100,d,0.004514808961531911,0.00451483004631546,0.005067543536850821,-0.024278808976066345,-0.024279383529926035,-0.02061521406395947,train,False,1610
2,100,e,0.2007077876640992,0.2007428259098788,0.20338872362889251,0.09847147932129723,0.09846475716881599,0.3289122017043975,train,False,1610
3,400,c,0.06046645094269881,0.0757661636341716,0.1124803119787313,0.04396203225155084,0.03778955770193051,0.5443908098725873,train,False,1610
4,400,d,0.00427522645859481,0.00428685599477624,0.004575724232663604,0.0019600509364717487,0.0019518483290112167,0.09667036901512152,train,False,1610
5,400,e,0.18961653167143078,0.18912675356920183,0.2545954402388755,0.15746449734718454,0.15740432650741418,0.3275541268116538,train,False,1610
0,100,c,0.0608010242597254,0.06080331914930606,0.09742687522800096,0.04832461396444586,0.0483213685437655,0.4236500495132967,train,False,1611
1,100,d,0.008952989492949924,0.01112542459681944,0.012054568508589816,-0.016350699949353002,-0.017533322452337963,0.011863008668959268,train,False,1611
2,100,e,0.2402513527151502,0.24026394975210952,0.2588560772775303,0.14252486046275686,0.14251603789686093,0.2665120681539579,train,False,1611
3,400,c,0.058675685899344306,0.05867184042426081,0.08051264066655918,0.026404555257760975,0.02640881607375391,0.7254929052587662,train,False,1611
4,400,d,0.02297988525431462,0.023016472539422725,0.006532593184982973,-0.01376917679514987,-0.013774910578608263,0.0008972105485957549,train,False,1611
5,400,e,0.176581219767096,0.17656040861548508,0.25783417130973996,0.1642870922248988,0.16427560847068143,0.30097575271677224,train,False,1611
0,100,c,0.053831004455831104,0.05381011895542888,0.0801027029839824,0.07054790988968819,0.07056353062096044,0.4700443035105759,train,False,1612
1,100,d,0.017067832629803364,0.017060395361927102,0.009418075691039906,0.02646689500351302,0.02645759279088891,0.13915827209385526,train,False,1612
2,100,e,0.23543018150407838,0.2303114487528717,0.39533853271709224,0.16165286318297334,0.16761994507596625,0.26926360224044993,train,False,1612
3,400,c,0.0800552313411382,0.08033534950433417,0.09032177354791593,0.034762415374149994,0.03466332335044385,0.9312061729453214,train,False,1612
4,400,d,0.01234096315143791,0.012340616171147628,0.009729368409445712,0.007258055024352892,0.007256947848445421,0.042837104876856796,train,False,1612
5,400,e,0.19092612294254166,0.19092665306827125,0.2248728903410985,0.15364233420866577,0.1536332693815465,0.34077472114202534,train,False,1612
0,100,c,0.04584042872312275,0.04584049340748054,0.09579298199239963,0.024158040506590765,0.024152985718146027,0.7716838234792566,train,False,1613
1,100,d,0.006277595912396145,0.006277893981170846,0.005523964783995773,0.00841368242089862,0.008413278046814767,0.1943273361257104,train,False,1613
2,100,e,0.1867142694700081,0.1867098124195057,0.27441767528485905,0.09262885034205702,0.0926209123387266,0.37225494528138325,train,False,1613
3,400,c,0.066716629795091,0.09404215666263833,0.0995724809982912,0.028996203870406773,0.010200745327801925,0.6667046033200625,train,False,1613
4,400,d,0.005975485606237243,0.005975203655279199,0.005787063950122335,0.013198540817110782,0.013198717502762811,0.09094449946706636,train,False,1613
5,400,e,0.1647743242651235,0.1648044552949756,0.26589213340176804,0.17613334251298027,0.176128604754956,0.3233340833740644,train,False,1613
0,100,c,0.08582223794933168,0.0858357402074224,0.09468561747277195,0.005800580088670841,0.005788012041362905,0.6737399331391817,train,False,1614
1,100,d,0.012838441188066388,0.012842761231438486,0.008321232018999763,0.02117110789367416,0.02116932784375722,0.09158723312095951,train,False,1614
2,100,e,0.19427497054717968,0.19428628027303144,0.24238856484023202,0.12255283520200638,0.1225491025345669,0.2518880746505883,train,False,1614
3,400,c,0.054240278463973286,0.054239516629530124,0.07160272787335102,0.009433666756547865,0.009426403924046837,0.3346325343126202,train,False,1614
4,400,d,0.013233931829275155,0.013152403915556452,0.01025849805861836,0.013466972845109098,0.013433588363686546,0.09810347568668319,train,False,1614
5,400,e,0.18804078168515154,0.18802532305411127,0.29780963411364186,0.18036604570075945,0.18035273552703396,0.32715040149142555,train,False,1614
0,100,c,0.1765156892519973,0.17666125545745281,0.1314115421967028,0.06009983880129099,0.060097533400046074,0.3364387222981442,train,False,1615
1,100,d,0.01461475413512315,0.014614520161038473,0.019727276662153615,-0.01310955749311038,-0.013110603922858318,0.048468454409828485,train,False,1615
2,100,e,0.19891442088460348,0.19849836933694973,0.2615625465850638,0.15688822652660256,0.15704025380294986,0.27086738548114025,train,False,1615
3,400,c,0.05598189298020961,0.05608563852373351,0.08442892213167025,0.046234956644217534,0.04619065793093988,0.44265021691482276,train,False,1615
4,400,d,0.005891737430719715,0.025512341996953635,0.009820681792827432,0.007837449185116849,0.00043574684578343795,0.07617807997215746,train,False,1615
5,400,e,0.1869356748989023,0.18693362649989553,0.23105413574394024,0.13361257417671157,0.1336031894791358,0.44544011786519067,train,False,1615
0,100,c,0.09595262808191557,0.09595356389099641,0.12259982039720306,-0.050311934458590314,-0.05031267326943287,0.09080593477480711,train,False,1616
1,100,d,0.005231666031598473,0.019028714219529515,0.006356464836581855,-0.0050167376567493704,-0.012935519927069806,0.11052233751651441,train,False,1616
2,100,e,0.1978026916646788,0.19780594405109464,0.22271408145401828,0.10431357599706587,0.10431054746896969,0.5868155158153247,train,False,1616
3,400,c,0.07960764410915692,0.07972799042123893,0.10738908927013634,0.06842959137942302,0.0684092503834357,0.535443959789282,train,False,1616
4,400,d,0.006109396745600765,0.006109552418282483,0.0071873411407521294,-0.006503031040632159,-0.0065032046160204615,0.012793165730214592,train,False,1616
5,400,e,0.1878076571441436,0.1877861953288374,0.26985840156341917,0.16536966071873951,0.16535404510402427,0.31377769237789765,train,False,1616
0,100,c,0.06910825570761547,0.09937920653930911,0.08304729615769883,-0.045618469839652606,-0.06707430952902349,0.4389481259797472,train,False,1617
1,100,d,0.015812040965993902,0.01581434992467015,0.004169763857046901,0.03479385185854127,0.034793016976828246,0.11615063135099987,train,False,1617
2,100,e,0.19610524963589257,0.19606359022023784,0.3337148125169309,0.1400646807585845,0.14006257310282835,0.3360013705902564,train,False,1617
3,400,c,0.07070202596938407,0.06757375735054759,0.08664811498310575,0.11581397205452718,0.11757677824006024,0.8647685507850568,train,False,1617
4,400,d,0.006934224461663243,0.006934424881799564,0.0055857734915590075,0.01086567331868988,0.010865250942760536,0.03740973581761167,train,False,1617
5,400,e,0.17130635075775896,0.17119063075842159,0.25927171486631884,0.17437677883864564,0.17436910394443525,0.3165220109570003,train,False,1617
0,100,c,0.09636481144131497,0.09636318492390507,0.146636064345045,-0.11536170521048007,-0.11536125983809555,0.3721511849679648,train,False,1618
1,100,d,0.0045988814470555636,0.004598837297275173,0.004725957875993723,0.00041674336818184446,0.0004162650833470849,0.028007160101269194,train,False,1618
2,100,e,0.19272089764848407,0.19272841571965543,0.281895615654267,0.13384592561661648,0.13383462177083488,0.2761776809808332,train,False,1618
3,400,c,0.06556718948748652,0.06312985587577911,0.08782766743498785,0.025744915716878296,0.027557069726076265,0.6103789984870328,train,False,1618
4,400,d,0.0057983461122642676,0.005798417111845084,0.005952731983543661,0.0027127276878390915,0.0027126315043638984,0.02092983613870654,train,False,1618
5,400,e,0.18837004696348936,0.18830961557657802,0.2338393417050605,0.15832083028556868,0.15830715115788443,0.3081004778935195,train,False,1618
0,100,c,0.05283680238325889,0.05284222282100861,0.0644706561648766,0.025180673239433772,0.025176662120731948,0.6814644151287168,train,False,1619
1,100,d,0.005130144882949014,0.005130122445215474,0.006625772136314122,-0.03992820170154331,-0.039928683065548504,-0.01560226362655598,train,False,1619
2,100,e,0.15197965811212988,0.1520326006753824,0.178091464940599,0.10198012002006256,0.10197027053450658,0.3629213696842969,train,False,1619
3,400,c,0.05770730032840667,0.08531732584248364,0.07813262243340685,0.07262214154189593,0.06521614149181942,0.7194182315109339,train,False,1619
4,400,d,0.005254609592551411,0.005193605771220388,0.005308831653387751,0.012178227789048836,0.012205706869372453,0.038619828767562064,train,False,1619
5,400,e,0.1816475406035009,0.18165066505068697,0.2736247583599437,0.17163713752460766,0.1716295065509803,0.3212391957093905,train,False,1619
0,100,c,0.08957163097933048,0.0895731474481517,0.1086351608083168,0.06737319812135865,0.06736455668608507,0.8472382099494888,train,False,1620
1,100,d,0.0036935788631183974,0.003693629032854007,0.0039037563602443235,-0.0029133309700634592,-0.0029133967732767906,0.009895305335328768,train,False,1620
2,100,e,0.2060603286079962,0.20583866280883556,0.2915126986831703,0.11271123034755519,0.11270134687893127,0.2732109754726269,train,False,1620
3,400,c,0.04775108553616895,0.04775231986787889,0.07478102477723315,0.05499981437827835,0.0549933266323059,0.8063637384477295,train,False,1620
4,400,d,0.006045636688929355,0.006045686877933478,0.006761963758408533,-0.015760146028592496,-0.0157604533081604,0.011213346866833103,train,False,1620
5,400,e,0.2006567049529001,0.20008903284786775,0.21737024102679744,0.11804331609412753,0.11801798493645539,0.32722155130319175,train,False,1620
0,100,c,0.06858791216572092,0.06858147489515144,0.1498077592200002,0.018280930560881786,0.018284206408116645,0.7117303029776508,train,False,1621
1,100,d,0.027973294868173956,0.02798567473018251,0.0126027093852697,-0.016846175376893893,-0.016848995528298757,0.011202339521224172,train,False,1621
2,100,e,0.18427003434256575,0.18427276791466954,0.2777432461776867,0.13679813904003094,0.13679618010736885,0.30127667299699384,train,False,1621
3,400,c,0.06674061253740725,0.10493897537537589,0.08804779170008842,0.015081627190162905,-0.0039390446107812945,0.7293875809274541,train,False,1621
4,400,d,0.009421197840113842,0.009425390131379122,0.008495478080264872,-0.002924292001908082,-0.0029261040655090475,0.04641033154175791,train,False,1621
5,400,e,0.19616932685014032,0.1961684710602388,0.25044383948594834,0.1456137499410956,0.14560905467089807,0.31614528561318783,train,False,1621
0,100,c,0.35991529492571717,0.3237826597651431,0.22234353564642592,0.03504345012176152,0.0537147176171785,0.5718739913748451,train,False,1622
1,100,d,0.012529857299703883,0.012516800080394928,0.01668158030387996,0.0010836839335362392,0.0010820208754589622,0.029161935161207762,train,False,1622
2,100,e,0.18389819571065008,0.18389620592711378,0.21751224583142328,0.17723970492419816,0.17723482209519012,0.32106271212762316,train,False,1622
3,400,c,0.0652543228591248,0.06436131857655063,0.08337756835391001,0.002445594274665908,0.0022040180722492407,0.6011572170176804,train,False,1622
4,400,d,0.010316344593373888,0.01032202855534329,0.011615877692648206,0.006904064721626977,0.0069025026102727165,0.045772172047073595,train,False,1622
5,400,e,0.178430760971645,0.17842601431407487,0.2596696876393823,0.16353912162228096,0.16353608574630696,0.3206171886272493,train,False,1622
0,100,c,0.05338323743031335,0.05338066418225931,0.09734592222005968,-0.023869666079768734,-0.023871747173788337,0.2827900924852337,train,False,1623
1,100,d,0.020056944702409023,0.020057331899450977,0.006539204475352132,0.01837266500719153,0.01837164881868544,0.10532757810259913,train,False,1623
2,100,e,0.22822202170011838,0.2282149621650704,0.4812214291564619,0.10789152054048053,0.10788963412122997,0.21305375526995976,train,False,1623
3,400,c,0.05590954259990146,0.055283678595453425,0.0759406364942325,0.014875191609296366,0.014709745579746566,0.5200048518438262,train,False,1623
4,400,d,0.007462807454048826,0.007462612239317473,0.0079012797474007,-0.0032167301053145714,-0.003216396730664677,0.19772699319289724,train,False,1623
5,400,e,0.17656538544883219,0.17656484352864346,0.2131855102534429,0.1344692672606081,0.13445917117721862,0.5018007419551079,train,False,1623
0,100,c,0.05553631122996506,0.055534226124605554,0.09235704468867073,0.10061916386730169,0.10062055152281651,0.7360946135717888,train,False,1624
1,100,d,0.019023231580365455,0.019023152007657324,0.006265742263338303,0.03243864204304556,0.03243897707455764,0.25840007997700953,train,False,1624
2,100,e,0.22619685131515607,0.22620042564039589,0.3063452517886774,0.1566727937148341,0.15666495374863126,0.25186297673846303,train,False,1624
3,400,c,0.053588741035465605,0.053578801139246096,0.0808013810423129,0.04924198691160484,0.049234698734846635,0.37338750305514845,train,False,1624
4,400,d,0.0098352471466293,0.009834466241601633,0.00536678440530313,0.017480099873936884,0.017480520090501113,0.1071582807594226,train,False,1624
5,400,e,0.17823719767081525,0.17822811039275124,0.3480808723678507,0.1706678393733146,0.17066299416488057,0.3242129715279816,train,False,1624
0,100,c,0.19322278101415485,0.19311650715546003,0.15029931977182934,0.0028452636345295446,0.0028129728162478076,0.12410307183632995,train,False,1625
1,100,d,0.004848340082374402,0.004851138341542063,0.004164241257695607,-0.021487759379555573,-0.02148948117139346,0.014768591022458538,train,False,1625
2,100,e,0.175689230429135,0.17572161821873003,0.22285072382785245,0.11569078211401483,0.11568346757004015,0.3093215574171355,train,False,1625
3,400,c,0.059841771842938714,0.05984301483116579,0.07927178967005169,0.013890682050446017,0.013892888649041524,1.13808849448628,train,False,1625
4,400,d,0.0036977615747481145,0.0037014652996117743,0.0045754265596727045,8.196621518013813e-05,7.538868107834774e-05,0.04798926293725444,train,False,1625
5,400,e,0.21753094545581256,0.21756006996494395,0.23690041446828952,0.1343320315592441,0.13432575587258563,0.44476923077465563,train,False,1625
0,100,c,0.07068234620819026,0.07068382926419475,0.10124359354601721,-0.0801808036795319,-0.08018328865109779,0.2723819564877279,train,False,1626
1,100,d,0.0033463886282024307,0.0036172058499257535,0.0034298665188280757,0.0010566012437150541,0.0009284589333441318,0.023375257594309584,train,False,1626
2,100,e,0.16617356188486632,0.16618431090249025,0.23621111860787117,0.07552293059526083,0.0755196949023259,0.35856607035082044,train,False,1626
3,400,c,0.058789567308796975,0.05879037449871334,0.06805332401877467,0.07539204478267379,0.07539224833712269,0.5225460316283729,train,False,1626
4,400,d,0.004278673575782493,0.004278843023203359,0.004447963726941196,-0.0015823376689616886,-0.0015825498821837591,0.026736406405388866,train,False,1626
5,400,e,0.179146034586779,0.1790909453723666,0.2688249732169434,0.17521135218081504,0.17521715568153753,0.34737277170313186,train,False,1626
0,100,c,0.06919124522303594,0.06919624099819606,0.12124772705870603,0.08557966874994236,0.08556122601674958,0.7477504306003607,train,False,1627
1,100,d,0.005293835316488134,0.005293841610538583,0.007918225236148949,-0.03741150451063684,-0.03741202763019677,-0.011199139064123252,train,False,1627
2,100,e,0.1642443136277818,0.16423437070726066,0.17487520166259396,0.1306537308810765,0.13064488614816389,0.2948588066974223,train,False,1627
3,400,c,0.05570475654789209,0.05570571063473406,0.07235610701370278,0.07947186991214444,0.07947288556099225,0.8074185182104375,train,False,1627
4,400,d,0.0049115672248196615,0.0049119414523899705,0.005128731207727254,-0.0028567655217274003,-0.002857033868312211,0.00703081870619723,train,False,1627
5,400,e,0.1811394331835789,0.18134494039738316,0.2513627198701219,0.16221323386921366,0.16222139954917222,0.33397464214107037,train,False,1627
0,100,c,0.12694351033991738,0.12702201643643596,0.15224658815266712,-0.03717883013380309,-0.037229062460582156,0.660371490653949,train,False,1628
1,100,d,0.007504223470550744,0.007504272558925456,0.007941423975835799,-0.01128893787693242,-0.011289042072048047,0.047398010715212886,train,False,1628
2,100,e,0.2832009422526922,0.28327104460272756,0.25698382180793455,0.07132455761847542,0.07132699691196816,0.3558080801473588,train,False,1628
3,400,c,0.05717959640744152,0.05713835488305334,0.08869607956623714,0.00798607746754726,0.007968856096003165,0.4598549923815638,train,False,1628
4,400,d,0.01621720576646603,0.01622153614541016,0.01200538961836237,0.021431641868532216,0.02142566990131993,0.08682172558641417,train,False,1628
5,400,e,0.22509632747718578,0.22508809285210962,0.34629809096328457,0.165257440502302,0.16525291213383397,0.3457523766079149,train,False,1628
0,100,c,0.05293856248391029,0.052915585109939184,0.08368911415882951,-0.005834972157638348,-0.005852100217751897,0.7610666237411873,train,False,1629
1,100,d,0.08111050516578333,0.08115287991950489,0.037317403487759526,0.003986025155281006,0.003979210199938485,0.25102159285609393,train,False,1629
2,100,e,0.19971327138116646,0.19971516344583035,0.3668582528782763,0.11217138397624321,0.1121677247099893,0.33208852020507074,train,False,1629
3,400,c,0.07190862037239369,0.07193741653914669,0.06721969928168872,0.0418980520515241,0.0418415422667357,1.0791306237418028,train,False,1629
4,400,d,0.004272049102826797,0.004286475073100692,0.004430500808239855,0.002126601140319888,0.002116255533006939,0.025557258926967422,train,False,1629
5,400,e,0.15697402949226355,0.1578581088610402,0.2533549530160624,0.16428070206106735,0.16453687001807507,0.3263398264791938,train,False,1629
0,100,c,0.06851656095221154,0.06852357897704822,0.07985847960591128,0.009502528147247348,0.009498588319035904,0.948881588196181,train,False,1630
1,100,d,0.005854164346683427,0.005854230649796955,0.007665424045434997,-0.02574563680411149,-0.025746049866645252,-0.02233234438848905,train,False,1630
2,100,e,0.19907528567445465,0.1990693022068533,0.23691432696167358,0.1410099458514901,0.1410074090781818,0.2976620468432446,train,False,1630
3,400,c,0.0581023747616933,0.05463190942607172,0.07560332046923725,0.06324025427162028,0.06371445279797186,0.32023918371502336,train,False,1630
4,400,d,0.00580080224210736,0.011744804443682833,0.00704862706325812,0.01052514267996484,0.005724293504320191,0.0783559053973862,train,False,1630
5,400,e,0.18065563441212723,0.180656087339649,0.25876529916432955,0.16948569423243498,0.169477508555672,0.3315536100223848,train,False,1630
0,100,c,0.07221826392255767,0.06722334143288666,0.10386270601932694,-0.06027327743674448,-0.060953230247755244,0.6349881554792518,train,False,1631
1,100,d,0.014488073141060837,0.014490066408882219,0.011754826884880729,0.00016393965519295506,0.00016303715374156979,0.11161886008068858,train,False,1631
2,100,e,0.171774198627455,0.1717817971019384,0.3408167683469805,0.12649801870166605,0.12649416920089424,0.39771054968402225,train,False,1631
3,400,c,0.059458292058603764,0.05945772211548906,0.09281221161731809,0.019085280643416455,0.019084893480699847,0.42571148800921693,train,False,1631
4,400,d,0.005823529300821449,0.005829244123727227,0.00427430293926449,0.006325092911259916,0.006323864306410095,0.007315741936990818,train,False,1631
5,400,e,0.17132892451919524,0.1713373198256711,0.2500229670810179,0.1585613473310356,0.15856029207657166,0.3439155214221124,train,False,1631
0,100,c,0.05979944658516965,0.059804056072973885,0.05921631503312761,0.008196918283973247,0.008185908017982727,0.8880482516200422,train,False,1632
1,100,d,0.011790700060944095,0.011794557307156799,0.013135700553152507,-0.018420604424073856,-0.018422229022777507,-0.010522874654070015,train,False,1632
2,100,e,0.1932201882352082,0.19322261557254475,0.358476509356974,0.17286171518117172,0.17285720693332665,0.3173400070037662,train,False,1632
3,400,c,0.062418242018148815,0.06250673344800438,0.11143829248092282,0.04592808131362034,0.04587658474777157,0.533495374423582,train,False,1632
4,400,d,0.012349787581066052,0.012293980552196701,0.011688411547440169,0.023207913334457455,0.023230820679839878,0.10433764284385859,train,False,1632
5,400,e,0.1957282864625241,0.1959753579621138,0.3258604916151463,0.1835246565539579,0.18352059790820768,0.29743557704969836,train,False,1632
0,100,c,0.2053529331947173,0.2052581777219494,0.1407730982012473,-0.0844759377921877,-0.0844746273528277,0.8620864590603091,train,False,1633
1,100,d,0.01054884291839306,0.010549028243014007,0.007868871419962986,-0.010553529787975684,-0.010553741043045975,0.20363260648719683,train,False,1633
2,100,e,0.1547736733287668,0.15477185643366664,0.27431733587586565,0.17418529025479998,0.17417720157258657,0.34202005857766293,train,False,1633
3,400,c,0.06200627481361637,0.06200878028125474,0.07019774649542297,0.07460386961292287,0.07460149738602048,0.578968189777234,train,False,1633
4,400,d,0.004694552404131305,0.004694567840997399,0.0052086946444759785,-0.014171604573714375,-0.014171764025164499,0.015690339885093198,train,False,1633
5,400,e,0.17959645210863762,0.18062385503030623,0.23698047156350788,0.1559906899933098,0.1542847892254138,0.3405093431646482,train,False,1633
