mu,k,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
4,50,0.0667361163821437,0.0790983505241893,0.06518655227667562,0.07923544429516892,0.07717794325113028,0.08215702393675747,0.11378960800367587,0.14377273132475626,0.1084250762180703,0.14905223477420465,0.05672727922788986,-1591.637613958927,0.5213516607534284,0.8996339542087308,0.06792667253615238,0.07905264256201348,0.04463050371225947
5,50,0.07873232729502869,-0.001671758885376562,0.07891001636527194,-0.0017030071409062657,0.06817980169731266,0.007964351827608653,0.18677855793730394,0.12170315787745539,0.18670353883235016,0.12154131623501645,0.06709295515425878,-1587.3838268055383,1.7046958439897113,1.0346921205738757,0.07875020343541196,-0.0017244716393172439,0.06669198792708415
7,50,0.00016638706033813083,-0.026331437234000873,0.00010742931478762307,-0.02633446586611649,0.0017078300418008105,-0.021346886110933043,0.30171915314160863,0.28547453772845527,1.894988925724715,1.8945241920739624,0.0001534163534778102,-1604.2243613571848,4.4050620600470385,1.309251843696613,0.00012496540493716997,-0.026356961945506897,3.062157756350247e-06
3,500,0.4048647586154682,0.34733446799779927,0.4048624560567184,0.3473334289445936,0.4277332544994083,0.37083427443997063,0.404742767080844,0.3475214447793194,0.40443284215232905,0.3473870768950601,0.40485603970911965,-1917.0310788892446,2.6431338453761,0.8245653243566557,0.4048598928055832,0.34732569614399245,0.4033372576415752
4,500,0.22896744763210114,0.1907537430018499,0.2289442302961895,0.1907847588547911,0.3236125228219825,0.23028133112641241,0.30577161860531715,0.2752739434459536,0.2964337558917142,0.2777829635873245,0.22027149305593038,-2039.6031969279377,3.6295467294401824,1.1416874605774765,0.2200354283732826,0.1944383154928644,0.21735305557856777
5,500,0.07924757632663561,0.17984056328016368,0.07927447332517805,0.17979089477033586,0.08236106422953667,0.19174255924349815,0.42276189380177653,0.6103386284830418,0.42336184568291,0.6098785208540594,0.08297209763075764,-2129.3257898331694,5.969325039029638,1.6737767880766947,0.07923555837870384,0.17972693548406504,0.06831126957754308
7,500,0.002657397780527828,-0.043026726795271655,0.0026755328352969596,-0.04294123428160651,0.03505066717821236,-0.029280950958714812,1.673627980743411,1.7190421961129778,1.6732606351675907,1.718561451353054,0.009225515136565455,-2088.3469075802877,11.898797625654556,3.0176894584195497,0.002656954316256194,-0.04292579412772488,0.006867431727637355
3,500,0.50977994269293,0.4025707374991005,0.5059220163938298,0.40176732246941127,0.5287704446302053,0.41483484663883863,0.506012474483982,0.40206482617777783,0.5010516273888329,0.4047705946809308,0.5033230780892596,-1929.3997040256668,1.8610372541719562,0.8363064414268081,0.5058962112826895,0.4017493410983732,0.501331669680093
4,500,0.3440234277316272,0.35493609545461435,0.3426619962086997,0.3558150692054553,0.38504100505245253,0.3796866932585331,0.4010361538806972,0.4389308743612035,0.4025668052015834,0.43829788777232104,0.3382707630345918,-2069.7949661520743,3.3572856595165788,1.1776162445625833,0.3439801882066679,0.3548770277299921,0.3283670500786794
5,500,0.09862006741616466,0.05788079524139653,0.09856550268816834,0.05780536862391455,0.09538154805551423,0.06432128121791675,0.4649490308175314,0.5018134988624579,0.4646125885909002,0.5014268650506151,0.1048719866367888,-2077.8694700018696,5.963471534539358,1.6461496056862925,0.09857716676856879,0.05781279914488278,0.10996606348622581
7,500,0.004567612170307177,-0.03049201437399165,0.004432354088874337,-0.03044973443655863,0.003802491250554029,-0.028735249868151527,1.9120026449273382,1.884999460774729,1.9116678076975524,1.884451521623074,0.0048059991532546165,-2093.861166449708,11.790342122617393,3.2118954015243935,0.0044389117474712605,-0.030461553580776353,0.0001916994928986046
3,500,0.47663519484585215,0.4152837374989993,0.47661918843999296,0.41528793746331166,0.501391929293139,0.4425037935871908,0.4767201600191002,0.4155110670654924,0.4765469166042106,0.4153131911485407,0.4752995511763594,-1942.7694103921126,2.0345003336803327,0.8664069680900303,0.47662811812752093,0.4152725978195579,0.47238923773365343
4,500,0.31485285714099265,0.27191817995368617,0.31470517647860285,0.2721149251851955,0.354235794836458,0.29788040650340375,0.3720223385637635,0.3493410010321945,0.37187859960396347,0.34910486890069525,0.31123775526929814,-2055.1615676465913,3.4642824523671716,1.1537641911451852,0.3148314911989611,0.27182192739989525,0.3105267415843688
5,500,0.11549939682865405,0.04667847618378028,0.10512017928675732,0.05353647272093167,0.11446084005946261,0.05926904136982876,0.5220399952202872,0.4757184061209141,0.521799936497648,0.47534368047387443,0.11061137748501884,-2075.5173770261677,4.561666760912316,1.6344926650063436,0.11559028210268438,0.04675905598804593,0.10466662170772598
7,500,0.014279169844365211,0.006934564338226437,0.014430573584108854,0.006976050716106783,0.04037721820266071,0.02010414814468504,1.7145594133369477,1.6312026226578729,1.7276584955855763,1.6340721437109542,0.015241029111480389,-2117.4294361051952,10.231025967028515,2.908119953431738,0.017177144236635588,0.007609741777207319,0.00048003232605968514
